id_aviso,fuente,tipo_operacion,tipo_inmueble,titulo,precio_uf,precio_clp,comuna,provincia,superficie_m2,dormitorios,banos,url,fecha_primera_vista,fecha_ultima_vista,historial_precios,latitud,longitud
DEMO-01148,demo,venta,departamento,Depto 4D 2B en Concepción,7438.0,293801000,Concepción,Concepción,,4,2,https://example.invalid/demo/01148,2026-07-10,2026-07-14,2026-07-10:7438.0,-36.81649,-73.04067
DEMO-00081,demo,venta,casa,Casa 6D 4B en Chiguayante,4771.0,188454500,Chiguayante,Concepción,193 m²,6,4,https://example.invalid/demo/00081,2026-05-12,2026-06-25,2026-05-12:4771.0,-36.94485,-73.01277
DEMO-00500,demo,venta,departamento,Depto 4D 2B en Chiguayante,4561.0,180159500,Chiguayante,Concepción,,4,2,https://example.invalid/demo/00500,2026-05-18,2026-07-12,2026-05-18:4561.0,-36.92164,-73.00751
DEMO-01423,demo,venta,departamento,Depto 2D 1B en Hualpén,2253.0,88993500,Hualpén,Concepción,57 m²,2,1,https://example.invalid/demo/01423,2026-07-05,2026-08-20,2026-07-05:2253.0,-36.78798,-73.08989
DEMO-00037,demo,arriendo,casa,Casa 6D 4B en Chiguayante,59.5,2350250,Chiguayante,Concepción,,6,4,https://example.invalid/demo/00037,2026-07-16,2026-08-19,2026-07-16:59.5,-36.92067,-73.02363
DEMO-00610,demo,venta,departamento,Depto 3D 2B en Chiguayante,3265.0,128967500,Chiguayante,Concepción,,3,2,https://example.invalid/demo/00610,2026-07-06,2026-07-06,2026-07-06:3265.0,-36.9223,-73.01542
DEMO-00273,demo,venta,casa,Casa 4D 2B en Chiguayante,3979.0,157170500,Chiguayante,Concepción,,4,2,https://example.invalid/demo/00273,2026-08-09,2026-09-01,2026-08-09:4456.0|2026-08-20:3979.0,-36.90538,-73.00726
DEMO-01880,demo,venta,casa,Casa 6D 4B en Lota,3593.0,141923500,Lota,Concepción,194 m²,6,4,https://example.invalid/demo/01880,2026-05-30,2026-06-19,2026-05-30:3593.0,-37.08383,-73.15015
DEMO-00873,demo,venta,casa,Casa 3D 2B en Concepción,43.0,1698500,Concepción,Concepción,110 m²,3,2,https://example.invalid/demo/00873,2026-05-07,2026-05-18,2026-05-07:43.0,-36.82229,-73.04188
DEMO-00396,demo,venta,casa,Casa 4D 2B en Chiguayante,5006.0,197737000,Chiguayante,Concepción,148 m²,4,2,https://example.invalid/demo/00396,2026-06-03,2026-07-27,2026-06-03:5006.0,-36.9347,-73.00214
DEMO-02784,demo,venta,departamento,Depto 2D 1B en Talcahuano,4293.0,169573500,Talcahuano,Concepción,67 m²,2,1,https://example.invalid/demo/02784,2026-08-08,2026-09-01,2026-08-08:4293.0,-36.72814,-73.1057
DEMO-03125,demo,venta,departamento,Depto 3D 2B en Tomé,2053.0,81093500,Tomé,Concepción,71 m²,3,2,https://example.invalid/demo/03125,2026-08-19,2026-08-20,2026-08-19:2053.0,-36.62323,-72.94965
DEMO-00308,demo,venta,casa,Casa 4D 2B en Chiguayante,5758.0,227441000,Chiguayante,Concepción,135 m²,4,2,https://example.invalid/demo/00308,2026-05-09,2026-06-12,2026-05-09:5758.0,-36.91783,-73.02056
DEMO-00351,demo,venta,casa,Casa 5D 3B en Chiguayante,7319.0,289100500,Chiguayante,Concepción,191 m²,5,3,https://example.invalid/demo/00351,2026-07-01,2026-07-01,2026-07-01:7319.0,-36.92066,-73.01683
DEMO-01026,demo,venta,departamento,Depto 2D 1B en Concepción,4225.0,166887500,Concepción,Concepción,60 m²,2,1,https://example.invalid/demo/01026,2026-07-24,2026-07-24,2026-07-24:4225.0,-36.83294,-73.04336
DEMO-02876,demo,venta,casa,Casa 6D 4B en Tomé,6224.0,245848000,Tomé,Concepción,272 m²,6,4,https://example.invalid/demo/02876,2026-07-13,2026-07-30,2026-07-13:6411.0|2026-07-21:6224.0,-36.62416,-72.94234
DEMO-03030,demo,venta,casa,Casa 5D 3B en Tomé,4159.0,164280500,Tomé,Concepción,183 m²,5,3,https://example.invalid/demo/03030,2026-07-01,2026-07-28,2026-07-01:4159.0,-36.62445,-72.95
DEMO-00596,demo,venta,departamento,Depto 2D 1B en Chiguayante,2413.0,95313500,Chiguayante,Concepción,55 m²,2,1,https://example.invalid/demo/00596,2026-06-12,2026-07-21,2026-06-12:2606.0|2026-07-01:2413.0,-36.92197,-73.01726
DEMO-02051,demo,venta,casa,Casa 5D 3B en San Pedro de la Paz,7279.0,287520500,San Pedro de la Paz,Concepción,178 m²,5,3,https://example.invalid/demo/02051,2026-09-01,2026-09-01,2026-09-01:7279.0,-36.83852,-73.08004
DEMO-00720,demo,venta,casa,Casa 4D 2B en Concepción,8305.0,328047500,Concepción,Concepción,,4,2,https://example.invalid/demo/00720,2026-08-21,2026-09-01,2026-08-21:8305.0,-36.83608,-73.0436
DEMO-00452,demo,venta,departamento,Depto 3D 2B en Chiguayante,4323.0,170758500,Chiguayante,Concepción,93 m²,3,2,https://example.invalid/demo/00452,2026-08-26,2026-09-01,2026-08-26:4323.0,-36.90543,-73.01476
DEMO-00412,demo,venta,casa,Casa 4D 2B en Chiguayante,5098.0,201371000,Chiguayante,Concepción,137 m²,4,2,https://example.invalid/demo/00412,2026-07-02,2026-07-13,2026-07-02:5098.0,-36.9228,-73.019
DEMO-00565,demo,venta,departamento,Depto 4D 2B en Chiguayante,6451.0,254814500,Chiguayante,Concepción,109 m²,4,2,https://example.invalid/demo/00565,2026-05-25,2026-07-09,2026-05-25:6451.0,-36.92175,-73.02403
DEMO-02404,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,3008.0,118816000,San Pedro de la Paz,Concepción,64 m²,2,1,https://example.invalid/demo/02404,2026-09-01,2026-09-01,2026-09-01:3008.0,-36.83985,-73.0832
DEMO-01787,demo,venta,departamento,Depto 2D 1B en Los Ángeles,2369.0,93575500,Los Ángeles,Biobío,58 m²,2,1,https://example.invalid/demo/01787,2026-06-27,2026-07-18,2026-06-27:2369.0,-37.46062,-72.35701
DEMO-02601,demo,venta,casa,Casa 6D 4B en Talcahuano,6295.0,248652500,Talcahuano,Concepción,268 m²,6,4,https://example.invalid/demo/02601,2026-06-12,2026-07-01,2026-06-12:6295.0,-36.7214,-73.09199
DEMO-02585,demo,venta,casa,Casa 3D 2B en Talcahuano,3193.0,126123500,Talcahuano,Concepción,105 m²,3,2,https://example.invalid/demo/02585,2026-06-19,2026-07-15,2026-06-19:3193.0,-36.73337,-73.08897
DEMO-02987,demo,venta,casa,Casa 4D 2B en Tomé,3927.0,155116500,Tomé,Concepción,147 m²,4,2,https://example.invalid/demo/02987,2026-05-20,2026-06-22,2026-05-20:3927.0,-36.61323,-72.95844
DEMO-00040,demo,arriendo,casa,Casa 3D 2B en Chiguayante,13.5,533250,Chiguayante,Concepción,103 m²,3,2,https://example.invalid/demo/00040,2026-08-08,2026-09-01,2026-08-08:13.5,-36.93382,-73.03268
DEMO-01840,demo,venta,departamento,Depto 2D 1B en Los Ángeles,1894.0,74813000,Los Ángeles,Biobío,58 m²,2,1,https://example.invalid/demo/01840,2026-05-28,2026-06-20,2026-05-28:1894.0,-37.47863,-72.36246
DEMO-02570,demo,venta,casa,Casa 6D 4B en Santa Juana,2238.0,88401000,Santa Juana,Concepción,227 m²,6,4,https://example.invalid/demo/02570,2026-08-17,2026-09-01,2026-08-17:2238.0,-37.17535,-72.92953
DEMO-01870,demo,venta,departamento,Depto 3D 2B en Los Ángeles,2402.0,94879000,Los Ángeles,Biobío,80 m²,3,2,https://example.invalid/demo/01870,2026-06-01,2026-06-20,2026-06-01:2402.0,-37.46817,-72.33975
DEMO-01856,demo,venta,departamento,Depto 4D 2B en Los Ángeles,4659.0,184030500,Los Ángeles,Biobío,98 m²,4,2,https://example.invalid/demo/01856,2026-07-25,2026-08-14,2026-07-25:4659.0,-37.46733,-72.35659
DEMO-01418,demo,venta,departamento,Depto 2D 1B en Hualpén,2837.0,112061500,Hualpén,Concepción,52 m²,2,1,https://example.invalid/demo/01418,2026-07-09,2026-07-29,2026-07-09:2837.0,-36.78436,-73.08649
DEMO-01116,demo,venta,departamento,Depto 4D 2B en Concepción,9871.0,389904500,Concepción,Concepción,116 m²,4,2,https://example.invalid/demo/01116,2026-06-05,2026-06-11,2026-06-05:9871.0,-36.81783,-73.04218
DEMO-02602,demo,venta,casa,Casa 3D 2B en Talcahuano,2512.0,99224000,Talcahuano,Concepción,,3,2,https://example.invalid/demo/02602,2026-06-09,2026-06-28,2026-06-09:2512.0,-36.72835,-73.09177
DEMO-01146,demo,venta,departamento,Depto 3D 2B en Concepción,5364.0,211878000,Concepción,Concepción,73 m²,3,2,https://example.invalid/demo/01146,2026-06-15,2026-07-15,2026-06-15:5364.0,-36.82423,-73.04987
DEMO-00838,demo,venta,casa,Casa 3D 2B en Concepción,4890.0,193155000,Concepción,Concepción,103 m²,3,2,https://example.invalid/demo/00838,2026-06-08,2026-06-15,2026-06-08:4890.0,-36.81087,-73.08664
DEMO-00619,demo,venta,departamento,Depto 2D 1B en Chiguayante,2182.0,86189000,Chiguayante,Concepción,62 m²,2,1,https://example.invalid/demo/00619,2026-06-20,2026-07-23,2026-06-20:2182.0,-36.92429,-73.01416
DEMO-02142,demo,venta,casa,Casa 2D 1B en San Pedro de la Paz,4291.0,169494500,San Pedro de la Paz,Concepción,72 m²,2,1,https://example.invalid/demo/02142,2026-06-10,2026-06-27,2026-06-10:4291.0,-36.86656,-73.09128
DEMO-01433,demo,venta,departamento,Depto 2D 1B en Hualpén,2615.0,103292500,Hualpén,Concepción,52 m²,2,1,https://example.invalid/demo/01433,2026-05-07,2026-05-27,2026-05-07:2615.0,-36.79869,-73.08615
DEMO-02826,demo,venta,departamento,Depto 2D 1B en Talcahuano,1648.0,65096000,Talcahuano,Concepción,55 m²,2,1,https://example.invalid/demo/02826,2026-06-19,2026-07-08,2026-06-19:1648.0,-36.73169,-73.11021
DEMO-00100,demo,venta,casa,Casa 4D 2B en Chiguayante,5229.0,206545500,Chiguayante,Concepción,136 m²,4,2,https://example.invalid/demo/00100,2026-08-18,2026-08-31,2026-08-18:5229.0,-36.9292,-73.0111
DEMO-01128,demo,venta,departamento,Depto 2D 1B en Concepción,3352.0,132404000,Concepción,Concepción,,2,1,https://example.invalid/demo/01128,2026-08-01,2026-08-28,2026-08-01:3352.0,-36.82466,-73.04633
DEMO-00246,demo,venta,casa,Casa 5D 3B en Chiguayante,4950.0,195525000,Chiguayante,Concepción,172 m²,5,3,https://example.invalid/demo/00246,2026-08-23,2026-09-01,2026-08-23:4802.0|2026-08-27:4950.0,-36.92188,-73.00466
DEMO-01708,demo,venta,departamento,Depto 4D 2B en Los Ángeles,3675.0,145162500,Los Ángeles,Biobío,105 m²,4,2,https://example.invalid/demo/01708,2026-06-10,2026-07-09,2026-06-10:3675.0,-37.46804,-72.36286
DEMO-01460,demo,venta,departamento,Depto 2D 1B en Hualpén,1840.0,72680000,Hualpén,Concepción,52 m²,2,1,https://example.invalid/demo/01460,2026-07-16,2026-07-24,2026-07-16:1840.0,-36.79555,-73.08063
DEMO-01999,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,9718.0,383861000,San Pedro de la Paz,Concepción,,6,4,https://example.invalid/demo/01999,2026-06-15,2026-06-20,2026-06-15:9718.0,-36.8544,-73.09857
DEMO-02479,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,4132.0,163214000,San Pedro de la Paz,Concepción,56 m²,2,1,https://example.invalid/demo/02479,2026-05-20,2026-06-09,2026-05-20:4132.0,-36.83986,-73.10071
DEMO-00560,demo,venta,departamento,Depto 4D 2B en Chiguayante,4334.0,171193000,Chiguayante,Concepción,108 m²,4,2,https://example.invalid/demo/00560,2026-08-30,2026-09-01,2026-08-30:4334.0,-36.92083,-73.00915
DEMO-02332,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,4913.0,194063500,San Pedro de la Paz,Concepción,74 m²,3,2,https://example.invalid/demo/02332,2026-08-29,2026-09-01,2026-08-29:4913.0,-36.8431,-73.0954
DEMO-01562,demo,venta,casa,Casa 3D 2B en Los Ángeles,2539.0,100290500,Los Ángeles,Biobío,,3,2,https://example.invalid/demo/01562,2026-07-08,2026-09-01,2026-07-08:2539.0,-37.50235,-72.37856
DEMO-02242,demo,venta,casa,Casa 2D 1B en San Pedro de la Paz,2959.0,116880500,San Pedro de la Paz,Concepción,70 m²,2,1,https://example.invalid/demo/02242,2026-08-11,2026-09-01,2026-08-11:2959.0,-36.85691,-73.08557
DEMO-00866,demo,venta,casa,Casa 6D 4B en Concepción,15289.0,603915500,Concepción,Concepción,241 m²,6,4,https://example.invalid/demo/00866,2026-06-09,2026-07-26,2026-06-09:15289.0,-36.82275,-73.0634
DEMO-00198,demo,venta,casa,Casa 4D 2B en Chiguayante,8029.0,317145500,Chiguayante,Concepción,156 m²,4,2,https://example.invalid/demo/00198,2026-08-19,2026-09-01,2026-08-19:8029.0,-36.91481,-73.00526
DEMO-00227,demo,venta,casa,Casa 2D 1B en Chiguayante,2409.0,95155500,Chiguayante,Concepción,65 m²,2,1,https://example.invalid/demo/00227,2026-08-18,2026-09-01,2026-08-18:2409.0,-36.91557,-73.03046
DEMO-01671,demo,venta,casa,Casa 3D 2B en Los Ángeles,3764.0,148678000,Los Ángeles,Biobío,90 m²,3,2,https://example.invalid/demo/01671,2026-06-03,2026-07-03,2026-06-03:3764.0,-37.4605,-72.34004
DEMO-00296,demo,venta,casa,Casa 4D 2B en Chiguayante,5586.0,220647000,Chiguayante,Concepción,,4,2,https://example.invalid/demo/00296,2026-06-30,2026-07-21,2026-06-30:5865.0|2026-07-10:5586.0,-36.91741,-73.02753
DEMO-01097,demo,venta,departamento,Depto 3D 2B en Concepción,9286.0,366797000,Concepción,Concepción,80 m²,3,2,https://example.invalid/demo/01097,2026-06-29,2026-08-01,2026-06-29:9286.0,-36.82589,-73.05068
DEMO-01692,demo,venta,departamento,Depto 3D 2B en Los Ángeles,2741.0,108269500,Los Ángeles,Biobío,71 m²,3,2,https://example.invalid/demo/01692,2026-07-18,2026-07-22,2026-07-18:2741.0,-37.45728,-72.35818
DEMO-00084,demo,venta,casa,Casa 6D 4B en Chiguayante,8358.0,330141000,Chiguayante,Concepción,,6,4,https://example.invalid/demo/00084,2026-08-28,2026-08-28,2026-08-28:8358.0,-36.93134,-73.01115
DEMO-00834,demo,venta,casa,Casa 6D 4B en Concepción,15552.0,614304000,Concepción,Concepción,283 m²,6,4,https://example.invalid/demo/00834,2026-07-04,2026-09-01,2026-07-04:15552.0,-36.83774,-73.04642
DEMO-02734,demo,venta,casa,Casa 6D 4B en Talcahuano,9127.0,360516500,Talcahuano,Concepción,250 m²,6,4,https://example.invalid/demo/02734,2026-06-10,2026-07-11,2026-06-10:9127.0,-36.74096,-73.11013
DEMO-02723,demo,venta,casa,Casa 6D 4B en Talcahuano,8692.0,343334000,Talcahuano,Concepción,249 m²,6,4,https://example.invalid/demo/02723,2026-05-25,2026-06-18,2026-05-25:8692.0,-36.73996,-73.08796
DEMO-01800,demo,venta,departamento,Depto 4D 2B en Los Ángeles,6233.0,246203500,Los Ángeles,Biobío,,4,2,https://example.invalid/demo/01800,2026-06-16,2026-07-25,2026-06-16:6233.0,-37.46676,-72.35218
DEMO-01142,demo,venta,departamento,Depto 2D 1B en Concepción,3094.0,122213000,Concepción,Concepción,59 m²,2,1,https://example.invalid/demo/01142,2026-06-12,2026-06-16,2026-06-12:3094.0,-36.83549,-73.04525
DEMO-01491,demo,venta,departamento,Depto 2D 1B en Hualpén,2164.0,85478000,Hualpén,Concepción,53 m²,2,1,https://example.invalid/demo/01491,2026-06-29,2026-07-12,2026-06-29:2164.0,-36.79324,-73.07607
DEMO-01155,demo,venta,departamento,Depto 2D 1B en Concepción,3325.0,131337500,Concepción,Concepción,67 m²,2,1,https://example.invalid/demo/01155,2026-07-31,2026-08-29,2026-07-31:3325.0,-36.83154,-73.04264
DEMO-02129,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,8824.0,348548000,San Pedro de la Paz,Concepción,194 m²,6,4,https://example.invalid/demo/02129,2026-05-28,2026-05-31,2026-05-28:8824.0,-36.85323,-73.08824
DEMO-01877,demo,venta,casa,Casa 2D 1B en Lota,2158.0,85241000,Lota,Concepción,73 m²,2,1,https://example.invalid/demo/01877,2026-05-16,2026-07-15,2026-05-16:2158.0,-37.09101,-73.15148
DEMO-00741,demo,venta,casa,Casa 4D 2B en Concepción,7540.0,297830000,Concepción,Concepción,140 m²,4,2,https://example.invalid/demo/00741,2026-08-25,2026-09-01,2026-08-25:7540.0,-36.83027,-73.05093
DEMO-02757,demo,venta,departamento,Depto 3D 2B en Talcahuano,3610.0,142595000,Talcahuano,Concepción,90 m²,3,2,https://example.invalid/demo/02757,2026-05-17,2026-05-24,2026-05-17:3610.0,-36.73677,-73.1028
DEMO-02969,demo,venta,casa,Casa 5D 3B en Tomé,3840.0,151680000,Tomé,Concepción,,5,3,https://example.invalid/demo/02969,2026-07-04,2026-08-08,2026-07-04:3840.0,-36.62402,-72.94305
DEMO-00712,demo,venta,casa,Casa 4D 2B en Concepción,4676.0,184702000,Concepción,Concepción,124 m²,4,2,https://example.invalid/demo/00712,2026-05-11,2026-06-04,2026-05-11:4676.0,-36.81592,-73.04615
DEMO-03047,demo,venta,casa,Casa 4D 2B en Tomé,4486.0,177197000,Tomé,Concepción,156 m²,4,2,https://example.invalid/demo/03047,2026-05-26,2026-07-11,2026-05-26:4486.0,-36.62246,-72.94788
DEMO-01618,demo,venta,casa,Casa 6D 4B en Los Ángeles,0,0,Los Ángeles,Biobío,236 m²,6,4,https://example.invalid/demo/01618,2026-08-24,2026-09-01,2026-08-24:0,-37.41913,-72.37137
DEMO-00384,demo,venta,casa,Casa 3D 2B en Chiguayante,4581.0,180949500,Chiguayante,Concepción,109 m²,3,2,https://example.invalid/demo/00384,2026-05-17,2026-06-05,2026-05-17:4581.0,-36.90598,-73.02242
DEMO-00722,demo,venta,casa,Casa 4D 2B en Concepción,6935.0,273932500,Concepción,Concepción,138 m²,4,2,https://example.invalid/demo/00722,2026-05-28,2026-07-18,2026-05-28:6935.0,-36.79723,-73.05319
DEMO-01139,demo,venta,departamento,Depto 2D 1B en Concepción,4266.0,168507000,Concepción,Concepción,,2,1,https://example.invalid/demo/01139,2026-05-09,2026-07-01,2026-05-09:4266.0,-36.81496,-73.04557
DEMO-01025,demo,venta,departamento,Depto 3D 2B en Concepción,0,0,Concepción,Concepción,88 m²,3,2,https://example.invalid/demo/01025,2026-08-15,2026-09-01,2026-08-15:0,-36.81947,-73.05124
DEMO-00012,demo,venta,casa,Casa 4D 2B en Arauco,0,0,Arauco,Arauco,,4,2,https://example.invalid/demo/00012,2026-06-19,2026-07-23,2026-06-19:0,-37.24454,-73.31612
DEMO-01525,demo,venta,casa,Casa 3D 2B en Hualqui,2692.0,106334000,Hualqui,Concepción,98 m²,3,2,https://example.invalid/demo/01525,2026-08-04,2026-09-01,2026-08-04:2611.0|2026-08-18:2692.0,-36.98576,-72.93785
DEMO-02828,demo,venta,departamento,Depto 2D 1B en Talcahuano,2395.0,94602500,Talcahuano,Concepción,45 m²,2,1,https://example.invalid/demo/02828,2026-08-28,2026-09-01,2026-08-28:2395.0,-36.7294,-73.10555
DEMO-01289,demo,venta,casa,Casa 3D 2B en Coronel,3011.0,118934500,Coronel,Concepción,117 m²,3,2,https://example.invalid/demo/01289,2026-07-30,2026-08-18,2026-07-30:3011.0,-37.03087,-73.13789
DEMO-01512,demo,venta,casa,Casa 6D 4B en Hualqui,8178.0,323031000,Hualqui,Concepción,237 m²,6,4,https://example.invalid/demo/01512,2026-07-21,2026-08-30,2026-07-21:8178.0,-36.97445,-72.93449
DEMO-01047,demo,venta,departamento,Depto 2D 1B en Concepción,5550.0,219225000,Concepción,Concepción,60 m²,2,1,https://example.invalid/demo/01047,2026-09-01,2026-09-01,2026-09-01:5550.0,-36.82093,-73.05086
DEMO-00847,demo,venta,casa,Casa 6D 4B en Concepción,11915.0,470642500,Concepción,Concepción,317 m²,6,4,https://example.invalid/demo/00847,2026-07-12,2026-08-11,2026-07-12:11915.0,-36.79483,-73.05226
DEMO-00322,demo,venta,casa,Casa 3D 2B en Chiguayante,3477.0,137341500,Chiguayante,Concepción,108 m²,3,2,https://example.invalid/demo/00322,2026-08-02,2026-08-19,2026-08-02:3477.0,-36.93451,-73.01389
DEMO-01168,demo,venta,departamento,Depto 2D 1B en Concepción,2324.0,91798000,Concepción,Concepción,61 m²,2,1,https://example.invalid/demo/01168,2026-05-10,2026-06-11,2026-05-10:2324.0,-36.81488,-73.05554
DEMO-01429,demo,venta,departamento,Depto 2D 1B en Hualpén,3232.0,127664000,Hualpén,Concepción,,2,1,https://example.invalid/demo/01429,2026-05-16,2026-05-16,2026-05-16:3232.0,-36.77892,-73.08911
DEMO-00708,demo,venta,casa,Casa 6D 4B en Concepción,24468.0,966486000,Concepción,Concepción,309 m²,6,4,https://example.invalid/demo/00708,2026-08-17,2026-09-01,2026-08-17:24468.0,-36.81612,-73.04263
DEMO-02339,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,3678.0,145281000,San Pedro de la Paz,Concepción,48 m²,2,1,https://example.invalid/demo/02339,2026-07-16,2026-09-01,2026-07-16:3678.0,-36.84775,-73.08315
DEMO-03060,demo,venta,casa,Casa 2D 1B en Tomé,2614.0,103253000,Tomé,Concepción,83 m²,2,1,https://example.invalid/demo/03060,2026-06-26,2026-06-28,2026-06-26:2614.0,-36.61576,-72.95284
DEMO-02499,demo,venta,departamento,Depto 4D 2B en San Pedro de la Paz,4502.0,177829000,San Pedro de la Paz,Concepción,,4,2,https://example.invalid/demo/02499,2026-07-04,2026-07-31,2026-07-04:4502.0,-36.85688,-73.093
DEMO-02748,demo,venta,departamento,Depto 4D 2B en Talcahuano,4353.0,171943500,Talcahuano,Concepción,109 m²,4,2,https://example.invalid/demo/02748,2026-05-13,2026-06-18,2026-05-13:4353.0,-36.73249,-73.1136
DEMO-01400,demo,venta,departamento,Depto 2D 1B en Hualpén,3117.0,123121500,Hualpén,Concepción,58 m²,2,1,https://example.invalid/demo/01400,2026-05-16,2026-07-09,2026-05-16:3211.0|2026-06-12:3117.0,-36.7918,-73.09208
DEMO-02050,demo,venta,casa,Casa 4D 2B en San Pedro de la Paz,6612.0,261174000,San Pedro de la Paz,Concepción,123 m²,4,2,https://example.invalid/demo/02050,2026-06-01,2026-06-04,2026-06-01:6612.0,-36.83702,-73.08858
DEMO-01251,demo,venta,casa,Casa 3D 2B en Coronel,2274.0,89823000,Coronel,Concepción,119 m²,3,2,https://example.invalid/demo/01251,2026-08-25,2026-09-01,2026-08-25:2274.0,-37.02739,-73.14995
DEMO-00550,demo,venta,departamento,Depto 2D 1B en Chiguayante,2759.0,108980500,Chiguayante,Concepción,59 m²,2,1,https://example.invalid/demo/00550,2026-07-17,2026-07-31,2026-07-17:2759.0,-36.92607,-73.01715
DEMO-01554,demo,venta,casa,Casa 2D 1B en Los Ángeles,3531.0,139474500,Los Ángeles,Biobío,,2,1,https://example.invalid/demo/01554,2026-05-25,2026-07-19,2026-05-25:3531.0,-37.46775,-72.35849
DEMO-02824,demo,venta,departamento,Depto 3D 2B en Talcahuano,3307.0,130626500,Talcahuano,Concepción,,3,2,https://example.invalid/demo/02824,2026-08-21,2026-09-01,2026-08-21:3307.0,-36.74208,-73.10685
DEMO-02124,demo,venta,casa,Casa 2D 1B en San Pedro de la Paz,4080.0,161160000,San Pedro de la Paz,Concepción,80 m²,2,1,https://example.invalid/demo/02124,2026-05-24,2026-05-30,2026-05-24:4080.0,-36.86594,-73.07694
DEMO-02107,demo,venta,casa,Casa 3D 2B en San Pedro de la Paz,3765.0,148717500,San Pedro de la Paz,Concepción,101 m²,3,2,https://example.invalid/demo/02107,2026-07-21,2026-08-11,2026-07-21:3765.0,-36.85344,-73.06444
DEMO-02683,demo,venta,casa,Casa 4D 2B en Talcahuano,3920.0,154840000,Talcahuano,Concepción,132 m²,4,2,https://example.invalid/demo/02683,2026-06-13,2026-08-06,2026-06-13:3920.0,-36.72858,-73.12708
DEMO-00123,demo,venta,casa,Casa 3D 2B en Chiguayante,5262.0,207849000,Chiguayante,Concepción,120 m²,3,2,https://example.invalid/demo/00123,2026-07-03,2026-08-12,2026-07-03:5262.0,-36.89953,-73.02895
DEMO-00600,demo,venta,departamento,Depto 2D 1B en Chiguayante,3092.0,122134000,Chiguayante,Concepción,63 m²,2,1,https://example.invalid/demo/00600,2026-08-11,2026-09-01,2026-08-11:3092.0,-36.91523,-73.01152
DEMO-01454,demo,venta,departamento,Depto 3D 2B en Hualpén,3370.0,133115000,Hualpén,Concepción,79 m²,3,2,https://example.invalid/demo/01454,2026-08-17,2026-09-01,2026-08-17:3370.0,-36.79521,-73.08696
DEMO-01055,demo,venta,departamento,Depto 2D 1B en Concepción,0,0,Concepción,Concepción,,2,1,https://example.invalid/demo/01055,2026-05-24,2026-06-06,2026-05-24:0,-36.83223,-73.06108
DEMO-00908,demo,venta,casa,Casa 4D 2B en Concepción,5642.0,222859000,Concepción,Concepción,,4,2,https://example.invalid/demo/00908,2026-07-18,2026-08-12,2026-07-18:5642.0,-36.80382,-73.02903
DEMO-01074,demo,venta,departamento,Depto 3D 2B en Concepción,5385.0,212707500,Concepción,Concepción,95 m²,3,2,https://example.invalid/demo/01074,2026-08-02,2026-09-01,2026-08-02:5385.0,-36.82308,-73.04129
DEMO-02577,demo,venta,casa,Casa 3D 2B en Talcahuano,2873.0,113483500,Talcahuano,Concepción,98 m²,3,2,https://example.invalid/demo/02577,2026-07-15,2026-08-22,2026-07-15:2873.0,-36.73993,-73.09118
DEMO-01228,demo,venta,departamento,Depto 2D 1B en Concepción,3148.0,124346000,Concepción,Concepción,67 m²,2,1,https://example.invalid/demo/01228,2026-07-24,2026-08-13,2026-07-24:3148.0,-36.82248,-73.03812
DEMO-01973,demo,arriendo,casa,Casa 3D 2B en San Pedro de la Paz,19.5,770250,San Pedro de la Paz,Concepción,,3,2,https://example.invalid/demo/01973,2026-06-22,2026-08-06,2026-06-22:19.5,-36.85109,-73.10445
DEMO-01969,demo,venta,departamento,Depto 4D 2B en Penco,5720.0,225940000,Penco,Concepción,109 m²,4,2,https://example.invalid/demo/01969,2026-08-28,2026-09-01,2026-08-28:5720.0,-36.73892,-72.99407
DEMO-02981,demo,venta,casa,Casa 5D 3B en Tomé,5794.0,228863000,Tomé,Concepción,,5,3,https://example.invalid/demo/02981,2026-05-25,2026-07-11,2026-05-25:5794.0,-36.62771,-72.95053
DEMO-02582,demo,venta,casa,Casa 3D 2B en Talcahuano,45.0,1777500,Talcahuano,Concepción,113 m²,3,2,https://example.invalid/demo/02582,2026-07-08,2026-07-29,2026-07-08:45.0,-36.73284,-73.10945
DEMO-00729,demo,venta,casa,Casa 2D 1B en Concepción,4348.0,171746000,Concepción,Concepción,75 m²,2,1,https://example.invalid/demo/00729,2026-08-10,2026-09-01,2026-08-10:4348.0,-36.82117,-73.05176
DEMO-00103,demo,venta,casa,Casa 3D 2B en Chiguayante,3769.0,148875500,Chiguayante,Concepción,101 m²,3,2,https://example.invalid/demo/00103,2026-05-23,2026-06-19,2026-05-23:4221.0|2026-06-05:3769.0,-36.91988,-73.02351
DEMO-00717,demo,venta,casa,Casa 3D 2B en Concepción,4684.0,185018000,Concepción,Concepción,108 m²,3,2,https://example.invalid/demo/00717,2026-08-26,2026-09-01,2026-08-26:4684.0,-36.81078,-73.05025
DEMO-02114,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,9761.0,385559500,San Pedro de la Paz,Concepción,237 m²,6,4,https://example.invalid/demo/02114,2026-07-16,2026-08-27,2026-07-16:9761.0,-36.82661,-73.09148
